# event jet Delta kt z psi m2 multiplicity 
4 3 0.0703931 0.340814 0.424069 1.00147 0.235417 3
4 3 0.050124 0.0702489 0.213105 -2.74271 0.0182196 2
4 4 0.283854 0.594027 0.0612214 2.96841 31.3411 16
4 4 0.19232 1.01199 0.163963 -1.39437 23.1015 14
4 4 0.157039 1.97937 0.468335 0.0508877 7.87863 11
4 4 0.106821 0.344872 0.22563 -1.48584 1.42659 7
4 4 0.0834842 0.221358 0.239155 2.88868 0.720362 6
4 4 0.057207 0.0858284 0.177835 0.723957 0.308519 4
4 4 0.0505196 0.117312 0.334766 1.95008 0.225673 3
4 4 0.0364983 0.0370412 0.219936 -1.43302 0.0931586 2
4 5 0.335875 0.0943577 0.00868261 1.34664 69.8771 11
4 5 0.284095 0.111535 0.0122367 2.42103 20.0111 10
4 5 0.189707 0.769003 0.127656 -3.1135 17.2065 9
4 5 0.164152 0.038423 0.00844905 0.260458 5.28699 7
4 5 0.105214 0.292456 0.101189 1.57117 2.95087 6
4 5 0.0977254 0.714285 0.295742 -3.08645 1.96786 5
4 5 0.0808929 0.351672 0.249745 -2.00891 0.47578 2
5 0 0.366254 0.607205 0.00155827 0.66811 2907.64 40
5 0 0.326907 1.99668 0.00574965 -1.84569 2356.47 38
5 0 0.279101 0.587785 0.0019939 -0.837288 1341.03 32
5 0 0.229426 0.0580394 0.000239988 3.13285 734.533 31
5 0 0.19997 0.647072 0.00307045 1.81437 644.598 30
5 0 0.15967 0.387888 0.00231221 0.782347 485.536 28
5 0 0.090296 0.11464 0.0012112 -0.553432 395.416 25
5 0 0.0727263 0.573563 0.00753278 -2.8556 384.115 24
5 0 0.0423208 0.160877 0.00365837 0.656895 181.261 20
5 0 0.0219696 4.0119 0.176386 1.10584 173.248 18
5 0 0.0158126 0.0889563 0.0065976 2.58153 31.769 13
5 0 0.0122044 2.22605 0.21533 1.00102 30.3757 12
5 0 0.0107619 0.52287 0.0730979 -1.89164 8.25118 8
5 0 0.00565358 1.32496 0.380402 1.92829 4.20366 6
5 0 0.00366478 0.363742 0.260016 -1.58191 0.770804 4
5 0 0.00304245 0.177344 0.206361 0.570211 0.239899 2
5 1 0.224355 0.188124 0.000788717 -2.35093 2954.04 32
5 1 0.147465 1.0661 0.00680558 1.63942 2803.54 30
5 1 0.14441 2.10397 0.0138072 -0.272098 1038.33 24
5 1 0.0685151 0.0371665 0.000521276 -2.57496 230.174 20
5 1 0.0438723 0.561319 0.0123012 -1.0972 227.379 18
5 1 0.0318231 1.48248 0.0453464 0.504894 134.97 16
5 1 0.022741 0.111895 0.00501707 1.88251 84.2708 15
5 1 0.0193265 1.78839 0.094828 2.97269 81.3772 14
5 1 0.0116841 0.0923413 0.00894739 1.83713 30.8579 11
5 1 0.0093063 1.27657 0.156698 0.663154 29.6458 10
5 1 0.00648399 0.318208 0.0664789 2.05009 16.3067 7
5 1 0.00594078 0.350337 0.0855724 -1.11414 13.8953 6
5 1 0.00359665 0.289301 0.127642 -1.67126 11.2987 5
5 1 0.00219387 0.196687 0.163084 -0.117947 9.2244 4
5 1 0.00180622 0.10149 0.122128 -2.49207 7.45394 3
5 1 0.000786634 0.0674368 0.212255 3.06808 0.133382 2
5 2 0.302815 1.3081 0.0447721 3.0262 153.595 29
5 2 0.276655 0.0176568 0.000692478 -2.08409 108.891 25
5 2 0.253298 0.51827 0.0222144 1.85774 108.363 24
5 2 0.208696 0.815129 0.0433319 0.230648 91.4497 22
5 2 0.11939 1.0914 0.105956 -2.6365 69.162 16
5 2 0.0913454 1.87369 0.265711 -0.0305964 51.6417 14
5 2 0.0684744 0.247141 0.0636695 -1.0498 17.6629 10
5 2 0.0341696 0.345949 0.190731 3.02738 13.3196 7
5 2 0.0242237 0.0666099 0.0640101 0.527337 2.42799 5
5 2 0.0142756 0.175434 0.305627 -0.876865 2.21189 4
5 2 0.0112375 0.0915719 0.29186 1.21219 1.33359 2
5 3 0.304101 0.392552 0.026026 0.618362 59.5638 19
5 3 0.263502 1.03704 0.0813469 -2.43773 51.4289 17
5 3 0.145529 0.0150014 0.0023193 1.48193 34.375 13
5 3 0.142159 2.45041 0.3878 0.0569318 34.1981 12
5 3 0.0815037 0.180746 0.0814944 1.95134 11.4399 7
5 3 0.0558069 0.562175 0.403026 -1.39504 9.94863 6
5 3 0.0381559 0.184036 0.323247 1.39646 4.81697 4
5 3 0.00796948 0.0377676 0.469301 1.92577 2.33092 2
5 4 0.3787 1.262 0.156059 -2.89356 37.5582 10
5 4 0.212142 0.229219 0.0599341 2.14464 19.7225 7
5 4 0.158664 0.632302 0.235105 -1.85059 14.4783 5
5 4 0.106319 0.511647 0.37088 2.44933 7.16993 4
5 4 0.0561384 0.0916896 0.200029 3.08879 4.20924 2
6 0 0.358918 0.333744 0.000696053 1.60391 1783.05 28
6 0 0.350662 0.157562 0.000336573 -0.0594272 1616.44 26
6 0 0.237853 0.629488 0.00198308 -1.84152 1486.37 25
6 0 0.13444 0.283793 0.00158486 2.46241 471.631 20
6 0 0.0466082 1.27828 0.0206238 -0.904554 407.938 19
6 0 0.0321073 0.195138 0.00466652 1.44345 256.945 17
6 0 0.0227115 1.51488 0.0514539 -0.828291 246.387 15
6 0 0.0189755 0.297689 0.0127584 0.248394 177.348 14
6 0 0.0135607 0.0987973 0.00600159 -2.12826 163.26 11
6 0 0.00742318 0.204936 0.0228794 -1.10082 15.4525 10
6 0 0.00709175 0.278909 0.0333563 1.8362 12.5144 9
6 0 0.00458643 0.159161 0.0304483 0.0788508 8.67701 7
6 0 0.00405212 1.62496 0.362904 1.3948 6.0725 5
6 0 0.00187795 0.469174 0.354875 -1.42479 0.881286 4
6 1 0.361434 0.534558 0.00111785 -0.433367 2218.59 23
6 1 0.253627 0.699731 0.00208744 -2.71122 863.073 21
6 1 0.10148 0.551353 0.00411932 2.98484 561.921 19
6 1 0.0402888 2.09075 0.0395077 2.21775 388.734 15
6 1 0.0368905 0.00842249 0.000180966 -1.8362 52.2297 11
6 1 0.0104881 0.327092 0.0247241 1.16805 51.8283 10
6 1 0.007195 0.276607 0.0312503 -1.75318 11.7102 9
6 1 0.0053194 0.357311 0.056363 2.30459 8.44269 8
6 1 0.00513729 0.169164 0.0292806 -2.89222 5.30092 6
6 1 0.00385825 0.451549 0.107207 -0.196688 4.22477 5
6 1 0.00291913 1.25184 0.440001 0.598798 2.2559 4
6 1 0.000415106 0.0799442 0.352858 -2.30618 0.0970282 2
7 0 0.387562 0.170647 0.000354169 -1.94226 5511.41 62
7 0 0.2995 3.06833 0.00824267 -1.01513 5426.4 61
7 0 0.265488 0.0435903 0.000133199 2.0026 3872.42 52
7 0 0.186868 0.985588 0.00427911 0.625046 3727.25 51
