# event jet log1overDelta logkt z Delta kt
177 0 1.34275 1.21992 0.0649084 0.261126 3.38693
177 0 1.48451 -2.78355 0.00145991 0.226613 0.061819
177 0 1.64498 0.389062 0.0409489 0.193016 1.4756
177 0 1.9755 0.0317409 0.0415617 0.138691 1.03225
177 0 2.45277 0.228392 0.0850563 0.086055 1.25658
177 0 2.6591 -0.882309 0.0376311 0.070011 0.413826
177 0 3.41079 -3.16605 0.00844972 0.033015 0.0421697
177 0 3.7514 -0.0199544 0.278462 0.0234847 0.980243
177 0 4.07216 -2.8318 0.0319623 0.0170406 0.0589067
180 0 1.31247 -1.57976 0.00817058 0.269153 0.206025
180 0 1.46875 -2.16812 0.0053475 0.230213 0.114393
180 0 1.67034 -0.134189 0.0502613 0.188183 0.874425
180 0 2.37619 -0.219926 0.098359 0.0929036 0.802579
180 0 3.10435 -0.807759 0.125508 0.0448539 0.445856
180 0 3.03458 -0.0300881 0.291311 0.0480946 0.97036
180 0 3.82356 -1.24576 0.268276 0.0218498 0.287721
180 0 3.90602 -4.22871 0.0201634 0.0201205 0.0145711
184 0 1.34739 -3.59328 0.000902445 0.259917 0.027508
184 0 2.47085 -1.76609 0.0172685 0.0845128 0.171
184 0 2.47493 -0.950124 0.0398949 0.0841687 0.386693
184 0 2.55375 -1.03889 0.0411409 0.0777896 0.353846
184 0 3.06426 -0.374132 0.138956 0.0466884 0.687886
184 0 3.82425 -0.711711 0.246209 0.0218348 0.490804
184 0 4.69938 -1.244 0.460199 0.00910091 0.288228
184 0 6.11469 -4.28279 0.168129 0.00221016 0.013804
186 0 1.01744 0.775302 0.125737 0.36152 2.17125
186 0 1.4501 0.487787 0.16601 0.234546 1.62871
186 0 1.65817 -0.769769 0.0696406 0.190486 0.46312
186 0 2.15239 -0.496357 0.161213 0.116206 0.608744
186 0 2.26543 -0.812497 0.156775 0.103786 0.443748
186 0 2.47716 -2.17542 0.0587915 0.0839812 0.11356
186 0 3.18431 -1.85733 0.174118 0.0414069 0.156089
186 0 3.85371 -2.1572 0.305063 0.0212009 0.115648
189 0 1.18095 0.442843 0.0243097 0.306987 1.55713
189 0 1.32156 0.320774 0.0253617 0.266718 1.37819
