# event jet log1overDelta logkt z Delta kt
45 0 3.38645 -0.117989 0.0402124 0.0338286 0.888706
45 0 3.4368 -3.60907 0.00134245 0.0321674 0.0270771
45 0 3.82065 -1.56913 0.0151746 0.0219136 0.208227
45 0 3.93284 -1.57878 0.0170722 0.0195879 0.206227
45 0 4.25689 0.857286 0.274453 0.0141663 2.35676
45 0 4.65791 -2.9555 0.0124763 0.0094863 0.0520525
45 0 4.95691 -2.8788 0.0183953 0.00703465 0.0562024
45 0 5.12255 -1.33941 0.103099 0.00596083 0.262001
45 0 6.0572 -0.820418 0.491835 0.00234094 0.440248
46 0 1.52096 -3.17391 0.000250604 0.218501 0.0418398
46 0 2.01962 1.68479 0.0531729 0.132705 5.39134
46 0 2.48395 2.67172 0.239605 0.0834134 14.4648
46 0 3.00295 2.4724 0.433789 0.0496405 11.8509
47 0 1.42746 1.06378 0.0132847 0.239917 2.89731
47 0 1.61686 4.09948 0.337604 0.198521 60.3087
47 0 2.03999 1.09812 0.0386858 0.13003 2.99852
47 0 2.37592 2.15496 0.161941 0.0929291 8.62756
48 0 1.09564 0.353325 0.00786894 0.334326 1.42379
48 0 1.29478 0.551237 0.011794 0.273959 1.7354
48 0 1.54525 0.475292 0.0142088 0.213259 1.60848
48 0 1.7633 -0.889165 0.00458003 0.171478 0.410999
48 0 1.96521 2.2169 0.12569 0.140127 9.17881
48 0 2.07056 1.56944 0.0835517 0.126115 4.80395
48 0 2.5258 -0.000727648 0.0298977 0.0799945 0.999273
48 0 3.27068 -0.256095 0.0502808 0.0379806 0.774068
48 0 3.40405 -1.71615 0.0140487 0.0332384 0.179757
48 0 3.83482 0.0282754 0.125443 0.0216052 1.02868
48 0 3.93969 -1.02302 0.0556708 0.0194543 0.359509
48 0 4.24872 -2.00928 0.0299493 0.0142825 0.134085
48 0 4.53329 -0.958072 0.117412 0.0107452 0.383632
48 0 4.92554 -0.623965 0.275047 0.00725877 0.535816
48 0 5.19269 -1.47473 0.211658 0.00555701 0.22884
48 0 5.83903 -1.54313 0.478537 0.00291166 0.213711
48 0 7.5083 -3.82156 0.499042 0.000548511 0.0218936
49 0 1.45222 -0.673296 0.0050724 0.23405 0.510025
49 0 1.58724 -0.274343 0.00869609 0.204489 0.760071
49 0 2.07276 2.54962 0.240041 0.125838 12.8022
49 0 2.33594 -0.40348 0.0214419 0.0967192 0.667991
49 0 3.31269 -2.42444 0.0077122 0.0364182 0.0885276
